ElapsedTime,RobotID,Team,Vx_Command,Vy_Command,Angular_Command,Pos_X,Pos_Y,Orientation,Vx_Actual,Vy_Actual
0.596,4,1,0,0,0,0,0,0,0,0
0.596,5,1,0,0,0,0,0,0,0,0
0.611,0,0,1.39231,0,0,-0.479113,-0.348083,2.81452,-1.19419,-0.275812
0.611,1,0,0,0,0,0,0,0,0,0
0.611,2,0,0,0,0,0,0,0,0,0
0.611,3,0,0,0,0,0,0,0,0,0
0.611,4,0,0,0,0,0,0,0,0,0
0.611,5,0,0,0,0,0,0,0,0,0
0.611,0,1,0,0,0,0,0,0,0,0
0.611,1,1,0,0,0,0,0,0,0,0
0.611,2,1,0,0,0,0,0,0,0,0
0.611,3,1,0,0,0,0,0,0,0,0
0.611,4,1,0,0,0,0,0,0,0,0
0.611,5,1,0,0,0,0,0,0,0,0
0.627,0,0,1.39231,0,0,-0.499687,-0.352456,2.79737,-1.21639,-0.275202
0.627,1,0,0,0,0,0,0,0,0,0
0.627,2,0,0,0,0,0,0,0,0,0
0.627,3,0,0,0,0,0,0,0,0,0
0.627,4,0,0,0,0,0,0,0,0,0
0.627,5,0,0,0,0,0,0,0,0,0
0.627,0,1,0,0,0,0,0,0,0,0
0.627,1,1,0,0,0,0,0,0,0,0
0.627,2,1,0,0,0,0,0,0,0,0
0.627,3,1,0,0,0,0,0,0,0,0
0.627,4,1,0,0,0,0,0,0,0,0
0.627,5,1,0,0,0,0,0,0,0,0
0.644,0,0,1.39231,0,0,-0.520138,-0.355879,2.78033,-1.23135,-0.260375
0.644,1,0,0,0,0,0,0,0,0,0
0.644,2,0,0,0,0,0,0,0,0,0
0.644,3,0,0,0,0,0,0,0,0,0
0.644,4,0,0,0,0,0,0,0,0,0
0.644,5,0,0,0,0,0,0,0,0,0
0.644,0,1,0,0,0,0,0,0,0,0
0.644,1,1,0,0,0,0,0,0,0,0
0.644,2,1,0,0,0,0,0,0,0,0
0.644,3,1,0,0,0,0,0,0,0,0
0.644,4,1,0,0,0,0,0,0,0,0
0.644,5,1,0,0,0,0,0,0,0,0
0.660,0,0,1.39231,0,0,-0.540306,-0.35885,2.76162,-1.2384,-0.242301
0.660,1,0,0,0,0,0,0,0,0,0
0.660,2,0,0,0,0,0,0,0,0,0
0.660,3,0,0,0,0,0,0,0,0,0
0.660,4,0,0,0,0,0,0,0,0,0
0.660,5,0,0,0,0,0,0,0,0,0
0.660,0,1,0,0,0,0,0,0,0,0
0.660,1,1,0,0,0,0,0,0,0,0
0.660,2,1,0,0,0,0,0,0,0,0
0.660,3,1,0,0,0,0,0,0,0,0
0.660,4,1,0,0,0,0,0,0,0,0
0.660,5,1,0,0,0,0,0,0,0,0
0.676,0,0,1.39231,0,0,-0.560723,-0.362188,2.745,-1.24752,-0.234144
0.676,1,0,0,0,0,0,0,0,0,0
0.676,2,0,0,0,0,0,0,0,0,0
0.676,3,0,0,0,0,0,0,0,0,0
0.676,4,0,0,0,0,0,0,0,0,0
0.676,5,0,0,0,0,0,0,0,0,0
0.676,0,1,0,0,0,0,0,0,0,0
0.676,1,1,0,0,0,0,0,0,0,0
0.676,2,1,0,0,0,0,0,0,0,0
0.676,3,1,0,0,0,0,0,0,0,0
0.676,4,1,0,0,0,0,0,0,0,0
0.676,5,1,0,0,0,0,0,0,0,0
0.691,0,0,1.39231,0,0,-0.581827,-0.365202,2.72653,-1.26481,-0.223068
0.691,1,0,0,0,0,0,0,0,0,0
0.691,2,0,0,0,0,0,0,0,0,0
0.691,3,0,0,0,0,0,0,0,0,0
0.691,4,0,0,0,0,0,0,0,0,0
0.691,5,0,0,0,0,0,0,0,0,0
0.691,0,1,0,0,0,0,0,0,0,0
0.691,1,1,0,0,0,0,0,0,0,0
